<pad> day math tutor head life <eos>
<pad> job money work day fired <eos>
<pad> cup drink day coffee work <eos>
<pad> wanted day decided home back <eos>
<pad> car oil store put back <eos>
<pad> gina day decided found home <eos>
<pad> couch store day happy <eos> furniture
<pad> day wanted decided put home <eos>
<pad> game excited played play team <eos>
<pad> work day turn fix called <eos>
<pad> day wanted decided home back <eos>
<pad> school nervous friends day happy <eos>
<pad> wanted day friends time <eos> led
<pad> car day lot ran eventually <eos>
<pad> goat day house home family <eos>
<pad> day wanted decided home back <eos>
<pad> car day warning basement home <eos>
<pad> day wanted decided thought home <eos>
<pad> shirt noticed wash clean home <eos>
<pad> boyfriend guy found love loved <eos>
<pad> game practice team goal won <eos>
<pad> job day work made back <eos>
<pad> vacation family hotel arrived home <eos>
<pad> money decided worked saved paid <eos>
<pad> pregnant scared crying baby nest <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided thought home <eos>
<pad> car friends day water proud <eos>
<pad> game day team won goal <eos>
<pad> birthday celebrate clown friends gifts <eos>
<pad> dreamed dream woke day year <eos>
<pad> kids day started home rest <eos>
<pad> wanted day decided home back <eos>
<pad> wanted day lot found home <eos>
<pad> suit dress day put home <eos>
<pad> day money man work home <eos>
<pad> vet day house scared home <eos>
<pad> dance dress asked night decided <eos>
<pad> park boat lake water home <eos>
<pad> wanted day decided finally home <eos>
<pad> nervous day trained place happy <eos>
<pad> house suddenly day home car <eos>
<pad> house day suddenly put home <eos>
<pad> dad father family day home <eos>
<pad> job day started eventually work <eos>
<pad> day wanted decided put home <eos>
<pad> throw wanted friends party food <eos>
<pad> paint day painted lot art <eos>
<pad> breakfast decided started work back <eos>
<pad> pet parents cage died adopt <eos>
<pad> jack day run ran home <eos>
<pad> visit wanted day left home <eos>
<pad> day wanted decided home back <eos>
<pad> fred day scared minutes home <eos>
<pad> photographer photos lot pictures facebook <eos>
<pad> day wanted decided home back <eos>
<pad> buy needed store bought home <eos>
<pad> college day accepted decided proud <eos>
<pad> chair decided day put home <eos>
<pad> job nervous day interview work <eos>
<pad> throw invited friends party home <eos>
<pad> pool swim towels swimming water <eos>
<pad> clean cleaned wash mess hour <eos>
<pad> kenny day band time glad <eos>
<pad> wanted day decided home back <eos>
<pad> photographer pictures picture photos love <eos>
<pad> day wanted decided home back <eos>
<pad> day suddenly fix broken hit <eos>
<pad> skating skates fell ice skate <eos>
<pad> wanted practice started day team <eos>
<pad> tea poured drink water delicious <eos>
<pad> day wanted decided thought home <eos>
<pad> wanted day decided home back <eos>
<pad> restaurant menu food finally ordered <eos>
<pad> day wanted decided thought home <eos>
<pad> park day decided lot home <eos>
<pad> sing day sang song won <eos>
<pad> school day started happy year <eos>
<pad> wanted day decided home back <eos>
<pad> friends year kids decorated party <eos>
<pad> dreamed dream day eventually night <eos>
<pad> daughter day started told man <eos>
<pad> pet zoo day monkeys home <eos>
<pad> dating love married date fell <eos>
<pad> job money work boss home <eos>
<pad> wanted decided day made left <eos>
<pad> friends play day played won <eos>
<pad> coat store buy found home <eos>
<pad> man day comics found <eos> something
<pad> couch looked remote find lost <eos>
<pad> apartment move moving decided day <eos>
<pad> day wanted decided home back <eos>
<pad> chicken day decided tasted home <eos>
<pad> cook bacon cooked food restaurant <eos>
<pad> day nose made decided home <eos>
<pad> read books library book glad <eos>
<pad> boat lake shore water home <eos>
<pad> zoo day lot home proud <eos>
<pad> books read library book smell <eos>
<pad> day wanted decided home back <eos>
<pad> friend friends girl day love <eos>
<pad> gina day head leave back <eos>
<pad> joe day nervous medal proud <eos>
<pad> movie scary night sleep tom <eos>
<pad> car money mechanic fix home <eos>
<pad> running race faster won win <eos>
<pad> day wanted decided home back <eos>
<pad> store decided home melted delicious <eos>
<pad> jeff movie movies eventually feels <eos>
<pad> fence neighbor ball yard porch <eos>
<pad> spring day plant planted home <eos>
<pad> watch day buy lot home <eos>
<pad> job wanted decided finally work <eos>
<pad> office day doctor work back <eos>
<pad> day wanted decided home back <eos>
<pad> game play played lost won <eos>
<pad> day decided mom home back <eos>
<pad> ship day found loved home <eos>
<pad> tom day started put home <eos>
<pad> bar friends day left home <eos>
<pad> arcade day grabbed watched left <eos>
<pad> night late stayed time home <eos>
<pad> tickets friends win day won <eos>
<pad> concert town tickets show end <eos>
<pad> fridge kitchen forgot store find <eos>
<pad> day wanted decided thought home <eos>
<pad> couch suddenly day home back <eos>
<pad> park lost day find home <eos>
<pad> day wanted decided home back <eos>
<pad> job day decided found left <eos>
<pad> oscar day decided soup home <eos>
<pad> day scared ran terrified home <eos>
<pad> day wanted decided home back <eos>
<pad> money excited ticket won lottery <eos>
<pad> cat pet day cats adopt <eos>
<pad> bananas day fruit ate home <eos>
<pad> car license drive mechanic drove <eos>
<pad> tom pants pair home <eos> way
<pad> horses horse brushed day rode <eos>
<pad> feeling fever doctor medicine felt <eos>
<pad> wanted day decided told fired <eos>
<pad> friends day lost eventually back <eos>
<pad> day money lot back home <eos>
<pad> tom book read bookstore returned <eos>
<pad> pool friends fun swam party <eos>
<pad> day store nose found happy <eos>
<pad> vegan day decided cut home <eos>
<pad> apples day decided picked home <eos>
<pad> bored phone started decided back <eos>
<pad> glasses day feared put happy <eos>
<pad> day wanted decided thought home <eos>
<pad> work day man made home <eos>
<pad> school cut day back home <eos>
<pad> wanted day put ran proud <eos>
<pad> park rode rides ride home <eos>
<pad> dentist visit teeth tooth cavities <eos>
<pad> library read books librarian book <eos>
<pad> tom short asked minutes home <eos>
<pad> day wanted decided thought home <eos>
<pad> hike friends scared back home <eos>
<pad> dinner ingredients oven forgot burned <eos>
<pad> late work time overslept warning <eos>
<pad> movie wanted movies decided end <eos>
<pad> car drive day home back <eos>
<pad> country day found arrived home <eos>
<pad> tom day decided finally home <eos>
<pad> day wanted decided home back <eos>
<pad> house room decided told left <eos>
<pad> pool house decided put home <eos>
<pad> store day decided lot home <eos>
<pad> paper due write turned i <eos>
<pad> clock decided day time i <eos>
<pad> car money found day left <eos>
<pad> dog day shelter run home <eos>
<pad> ghost house day screamed left <eos>
<pad> break day work broke back <eos>
<pad> money cash bank day won <eos>
<pad> church sunday day decided time <eos>
<pad> job day decided show home <eos>
<pad> wanted day started decided home <eos>
<pad> day wanted decided home back <eos>
<pad> work period day sleep sat <eos>
<pad> bees day stung proud <eos> queen
<pad> jenny wanted excited year time <eos>
<pad> day wanted decided home back <eos>
<pad> leg day hospital shot home <eos>
<pad> john game day played won <eos>
<pad> anita house dishes plate fix <eos>
<pad> day wanted decided thought home <eos>
<pad> apartment move landlord found back <eos>
<pad> airplane plane flight airport home <eos>
<pad> house dirty wash clean back <eos>
<pad> car license day driver home <eos>
<pad> day wanted decided home back <eos>
<pad> day decided kitchen put home <eos>
<pad> movie wanted theater movies decided <eos>
<pad> desk day started home back <eos>
<pad> house day noticed decided home <eos>
<pad> car tire flat changed <eos> spare
<pad> aquarium planned day surprise home <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> walk rain started continue soaked <eos>
<pad> cookie cookies day mom mother <eos>
<pad> park brother find back home <eos>
<pad> airplane plane nervous day board <eos>
<pad> park day clean spilled home <eos>
<pad> chris day decided eventually happy <eos>
<pad> job day decided time home <eos>
<pad> recipe day make decided proud <eos>
<pad> mouse day mice broken happy <eos>
<pad> day wanted decided thought home <eos>
<pad> surgery day work back home <eos>
<pad> tom thought decided doctor back <eos>
<pad> wanted day friends finally hit <eos>
<pad> dinner spicy hungry food delicious <eos>
<pad> day wanted decided star time <eos>
<pad> race faster ran won ankle <eos>
<pad> line day days hours home <eos>
<pad> phones phone dropped purchased happy <eos>
<pad> doctor painful hurt back pain <eos>
<pad> day wanted decided home back <eos>
<pad> doctor office illness medicine felt <eos>
<pad> breakfast bacon poured decided morning <eos>
<pad> school day friends mom home <eos>
<pad> tim house wrong finally back <eos>
<pad> hair day cut decided home <eos>
<pad> car build day found home <eos>
<pad> gina sleep day hour back <eos>
<pad> protest day ran proud arrested <eos>
<pad> shoes needed find found home <eos>
<pad> friends year kids decorated party <eos>
<pad> park birds day lot back <eos>
<pad> wedding married aisle dress ceremony <eos>
<pad> friend practice started day <eos> glad
<pad> yard cold fence finished time <eos>
<pad> job day work decided home <eos>
<pad> day wanted decided thought home <eos>
<pad> town needed day lot end <eos>
<pad> sam wanted day eventually home <eos>
<pad> mirror house clean looked fix <eos>
<pad> writer published day write book <eos>
<pad> friend day decided asked <eos> fired
<pad> peter wanted day found time <eos>
<pad> feeling day hospital work back <eos>
<pad> cow farm man nerve home <eos>
<pad> day wanted decided home back <eos>
<pad> school day class lot work <eos>
<pad> day wanted decided thought home <eos>
<pad> sally day decided home i <eos>
<pad> flowers day picked home <eos> anything
<pad> money decided day store fired <eos>
<pad> mall money wallet missing returned <eos>
<pad> wanted day decided home back <eos>
<pad> kids day fight told bully <eos>
<pad> feeling doctor medicine flu felt <eos>
<pad> pair pants tight buy happy <eos>
<pad> restaurant food ate eating home <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> day decided made lot happy <eos>
<pad> dinner store spoiled decided home <eos>
<pad> movie day drinking back home <eos>
<pad> trip day lot finally home <eos>
<pad> gained weight diet decided day <eos>
<pad> cat day food home back <eos>
<pad> wanted day decided found home <eos>
<pad> job boss office work fired <eos>
<pad> game played lost won chess <eos>
<pad> work day drawer finally back <eos>
<pad> car needed decided day wait <eos>
<pad> wanted day water work delicious <eos>
<pad> store decided home melted delicious <eos>
<pad> day wanted decided home back <eos>
<pad> lance day walk back home <eos>
<pad> newspaper day decided home paper <eos>
<pad> wanted excited game decided end <eos>
<pad> day buy nervous magic home <eos>
<pad> day wanted decided thought home <eos>
<pad> dinner day decided made home <eos>
<pad> wanted day decided lot home <eos>
<pad> prank day decided put night <eos>
<pad> wanted made band decided school <eos>
<pad> car wanted started day home <eos>
<pad> john robot decided day goal <eos>
<pad> tom store buy back left <eos>
<pad> ball fence neighbor day bat <eos>
<pad> day wanted decided home back <eos>
<pad> computer turned broken fixed fix <eos>
<pad> beach weather sand time home <eos>
<pad> wanted day decided finally home <eos>
<pad> trip day lot finally home <eos>
<pad> wanted day decided eventually time <eos>
<pad> friends suddenly ball air back <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> beach sun sunburn day catching <eos>
